# Date:     2025-02-15 20:36:50
# Database: ocvs
# Target:   lmc_rrlyr
# Query:    (type='RRab') 
# Objects:  29151
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-RRLYR-20234	RRab	84.242880	-71.368889	18.672	19.327	0.655	0.65040620	0.00000520	6000.48672	0.146	0.218	4.463	0.000	-99.99
OGLE-LMC-RRLYR-20236	RRab	84.246120	-72.322861	18.701	19.295	0.594	0.64716980	0.00000080	6000.44040	0.635	0.490	4.343	0.315	2.539
OGLE-LMC-RRLYR-20237	RRab	84.246330	-71.830361	18.767	19.422	0.655	0.62294610	0.00000120	6000.54877	0.394	0.410	4.563	0.292	3.039
OGLE-LMC-RRLYR-20238	RRab	84.246705	-68.054417	18.465	19.129	0.664	0.77392040	0.00000180	6000.44050	0.435	0.456	4.826	0.269	3.371
OGLE-LMC-RRLYR-20240	RRab	84.247455	-71.420417	18.838	19.409	0.571	0.53554580	0.00000080	6000.09109	0.651	0.478	4.234	0.331	2.378
OGLE-LMC-RRLYR-20241	RRab	84.248535	-70.505389	18.841	19.279	0.438	0.50029210	0.00000040	6000.18192	0.847	0.469	4.082	0.403	2.193
OGLE-LMC-RRLYR-20242	RRab	84.249210	-71.146361	19.062	19.617	0.555	0.46361480	0.00000370	6000.03948	0.445	0.386	4.061	0.166	1.729
OGLE-LMC-RRLYR-20243	RRab	84.249285	-70.067639	19.031	19.719	0.688	0.58302060	0.00000210	6000.57063	0.467	0.510	4.211	0.343	2.489
OGLE-LMC-RRLYR-20244	RRab	84.249495	-69.002861	19.240	-99.99	-99.99	0.45705910	0.00000040	6000.20105	0.856	0.583	3.993	0.370	1.750
OGLE-LMC-RRLYR-20245	RRab	84.249540	-71.089333	19.027	19.767	0.740	0.63645160	0.00000110	6000.62748	0.722	0.548	4.408	0.344	2.756
OGLE-LMC-RRLYR-20246	RRab	84.249840	-69.167361	19.512	20.657	1.145	0.61039810	0.00000130	6000.43330	0.652	0.516	4.267	0.334	2.477
OGLE-LMC-RRLYR-20247	RRab	84.250005	-69.918167	18.841	19.614	0.773	0.58679840	0.00000620	6000.56412	0.504	0.529	4.214	0.414	2.310
OGLE-LMC-RRLYR-20249	RRab	84.250665	-72.166361	18.765	19.481	0.716	0.64137940	0.00000310	6000.00355	0.225	0.391	4.763	0.120	3.795
OGLE-LMC-RRLYR-20250	RRab	84.252120	-68.325833	18.896	19.438	0.542	0.51529880	0.00000040	6000.13888	0.750	0.486	4.174	0.366	2.230
OGLE-LMC-RRLYR-20251	RRab	84.252540	-68.558139	19.236	19.869	0.633	0.44518660	0.00000050	6000.35849	0.638	0.550	4.351	0.338	2.713
OGLE-LMC-RRLYR-20252	RRab	84.252540	-67.772944	18.752	19.284	0.532	0.58029500	0.00000090	6000.24864	0.776	0.486	4.220	0.348	2.401
OGLE-LMC-RRLYR-20253	RRab	84.252915	-68.872944	19.225	18.712	-0.513	0.58027950	0.00000120	6000.45059	0.637	0.477	4.521	0.319	2.910
OGLE-LMC-RRLYR-20254	RRab	84.254040	-71.082861	19.178	20.044	0.866	0.62782670	0.00000350	6000.07480	0.279	0.422	4.610	0.219	3.097
OGLE-LMC-RRLYR-20255	RRab	84.254880	-71.837528	18.779	19.320	0.541	0.53139450	0.00000160	6000.49619	0.474	0.399	4.180	0.243	2.296
OGLE-LMC-RRLYR-20256	RRab	84.258090	-69.178611	19.515	20.344	0.829	0.51837470	0.00000130	6000.19554	0.601	0.460	4.194	0.257	2.503
OGLE-LMC-RRLYR-20258	RRab	84.260040	-70.379694	18.687	19.302	0.615	0.66878290	0.00000100	6000.43300	0.548	0.485	4.281	0.344	2.558
OGLE-LMC-RRLYR-20259	RRab	84.260745	-70.128167	18.590	18.868	0.278	0.48755070	0.00000050	6000.09428	0.683	0.448	4.108	0.354	1.879
OGLE-LMC-RRLYR-20261	RRab	84.261840	-72.473417	18.786	19.415	0.629	0.57048820	0.00000200	6000.19386	0.416	0.425	4.268	0.279	2.402
OGLE-LMC-RRLYR-20262	RRab	84.262455	-69.822333	19.218	20.177	0.959	0.63234990	0.00000270	6000.38613	0.338	0.393	4.471	0.263	2.946
OGLE-LMC-RRLYR-20263	RRab	84.262755	-69.629111	19.002	19.643	0.641	0.53180040	0.00000130	6000.29422	0.420	0.486	4.647	0.281	3.140
OGLE-LMC-RRLYR-20266	RRab	84.264585	-71.829111	18.750	19.312	0.562	0.59553150	0.00000050	6000.20288	0.784	0.519	4.260	0.368	2.471
OGLE-LMC-RRLYR-20267	RRab	84.264870	-69.456000	19.277	19.988	0.711	0.48825180	0.00000100	6000.40978	0.489	0.529	4.484	0.331	2.978
OGLE-LMC-RRLYR-20269	RRab	84.266625	-68.748111	18.851	19.508	0.657	0.53492570	0.00000050	6000.40930	0.671	0.460	4.160	0.385	2.090
OGLE-LMC-RRLYR-20271	RRab	84.268335	-69.732361	20.002	21.336	1.334	0.55115760	0.00000180	6000.11586	0.583	0.418	4.242	0.336	2.217
OGLE-LMC-RRLYR-20272	RRab	84.268875	-71.781028	18.867	19.553	0.686	0.62987230	0.00000240	6000.39484	0.274	0.411	4.474	0.217	3.264
OGLE-LMC-RRLYR-20274	RRab	84.268965	-70.392917	18.915	19.543	0.628	0.54456430	0.00000070	6000.38179	0.685	0.464	4.271	0.366	2.457
OGLE-LMC-RRLYR-20275	RRab	84.269910	-67.872556	18.825	19.394	0.569	0.55893430	0.00000060	6000.47356	0.633	0.504	4.186	0.380	2.435
OGLE-LMC-RRLYR-20277	RRab	84.270375	-68.690083	18.694	19.289	0.595	0.67683790	0.00000450	6000.55024	0.183	0.295	4.897	0.000	-99.99
OGLE-LMC-RRLYR-20278	RRab	84.271785	-69.299111	18.924	19.649	0.725	0.56325150	0.00000100	6000.07309	0.573	0.470	4.232	0.339	2.421
OGLE-LMC-RRLYR-20280	RRab	84.275670	-68.649028	18.875	19.577	0.702	0.59242800	0.00000110	6000.31095	0.467	0.469	4.411	0.341	2.896
OGLE-LMC-RRLYR-20281	RRab	84.275955	-72.445583	18.600	19.163	0.563	0.59124860	0.00000090	6000.47348	0.556	0.396	4.205	0.346	2.150
OGLE-LMC-RRLYR-20282	RRab	84.276120	-72.207694	18.851	19.393	0.542	0.54631580	0.00000090	6000.02578	0.645	0.447	4.266	0.295	2.320
OGLE-LMC-RRLYR-20284	RRab	84.279090	-69.315139	19.000	19.781	0.781	0.73295910	0.00000470	6000.62719	0.243	0.355	4.820	0.153	3.847
OGLE-LMC-RRLYR-20285	RRab	84.279255	-71.728111	18.741	19.351	0.610	0.56570730	0.00000200	6000.28589	0.396	0.413	4.266	0.264	2.555
OGLE-LMC-RRLYR-20286	RRab	84.279285	-70.665833	18.726	19.274	0.548	0.55048050	0.00000070	6000.00002	0.654	0.459	4.189	0.358	2.350
OGLE-LMC-RRLYR-20288	RRab	84.280830	-70.127694	19.060	19.780	0.720	0.48787470	0.00000040	6000.02717	0.858	0.465	4.106	0.410	2.128
OGLE-LMC-RRLYR-20289	RRab	84.281460	-70.086139	18.653	19.808	1.155	0.54545790	0.00000120	6000.33031	0.383	0.434	4.349	0.297	2.316
OGLE-LMC-RRLYR-20291	RRab	84.282630	-71.118611	19.014	19.728	0.714	0.60338230	0.00000160	6000.33112	0.427	0.468	4.527	0.266	2.851
OGLE-LMC-RRLYR-20292	RRab	84.283035	-69.829000	19.307	20.155	0.848	0.56446360	0.00000110	6000.30508	0.678	0.455	4.226	0.319	2.451
OGLE-LMC-RRLYR-20294	RRab	84.285630	-71.531333	18.629	19.194	0.565	0.68950430	0.00000100	6000.34646	0.572	0.488	4.600	0.321	2.986
OGLE-LMC-RRLYR-20295	RRab	84.286035	-71.278583	18.910	19.660	0.750	0.65520200	0.00000180	6000.26748	0.326	0.439	4.634	0.237	3.179
OGLE-LMC-RRLYR-20296	RRab	84.286125	-68.209833	18.894	19.577	0.683	0.57780020	0.00000110	6000.17335	0.458	0.417	4.235	0.257	2.456
OGLE-LMC-RRLYR-20298	RRab	84.288090	-70.498639	18.699	19.437	0.738	0.71361880	0.00000100	6000.62697	0.656	0.525	4.371	0.349	2.687
OGLE-LMC-RRLYR-20299	RRab	84.289245	-70.057583	19.060	19.789	0.729	0.58734090	0.00000120	6000.48906	0.539	0.495	4.414	0.311	2.783
OGLE-LMC-RRLYR-20301	RRab	84.291375	-70.112528	18.725	19.434	0.709	0.75036100	0.00000470	6000.40027	0.204	0.349	4.844	0.000	-99.99
OGLE-LMC-RRLYR-20302	RRab	84.291795	-71.914278	18.709	19.313	0.604	0.62459330	0.00000110	6000.29308	0.533	0.472	4.290	0.359	2.585
OGLE-LMC-RRLYR-20303	RRab	84.292410	-70.240250	18.938	19.607	0.669	0.62393940	0.00000110	6000.01262	0.342	0.389	4.581	0.222	3.427
OGLE-LMC-RRLYR-20304	RRab	84.292410	-71.308083	18.957	19.590	0.633	0.55899990	0.00000130	6000.11674	0.537	0.462	4.298	0.335	2.410
OGLE-LMC-RRLYR-20306	RRab	84.292965	-71.136528	18.733	19.364	0.631	0.61704300	0.00000130	6000.17939	0.377	0.462	4.455	0.315	2.989
OGLE-LMC-RRLYR-20307	RRab	84.293670	-69.892722	18.831	19.628	0.797	0.68213360	0.00000210	6000.32934	0.339	0.425	4.764	0.225	3.374
OGLE-LMC-RRLYR-20309	RRab	84.294420	-69.347778	18.945	19.746	0.801	0.66525740	0.00000160	6000.56605	0.480	0.493	4.537	0.319	2.882
OGLE-LMC-RRLYR-20310	RRab	84.294585	-70.144278	18.993	19.587	0.594	0.49692640	0.00000050	6000.18772	0.831	0.467	4.139	0.366	2.167
OGLE-LMC-RRLYR-20312	RRab	84.295380	-68.962306	18.947	19.676	0.729	0.66866370	0.00000210	6000.14136	0.342	0.436	4.595	0.237	3.309
OGLE-LMC-RRLYR-20313	RRab	84.296340	-69.359528	18.706	19.185	0.479	0.54063410	0.00000100	6000.40146	0.671	0.527	4.199	0.378	2.382
OGLE-LMC-RRLYR-20314	RRab	84.296670	-69.364111	18.601	19.304	0.703	0.66585990	0.00000150	6000.35604	0.539	0.433	4.332	0.277	2.554
OGLE-LMC-RRLYR-20315	RRab	84.302250	-68.451139	18.461	18.890	0.429	0.57185430	0.00000070	6000.51417	0.434	0.500	4.275	0.372	2.517
OGLE-LMC-RRLYR-20316	RRab	84.302670	-68.124111	18.806	19.374	0.568	0.51636650	0.00000030	6000.23116	0.780	0.451	4.078	0.371	1.939
OGLE-LMC-RRLYR-20317	RRab	84.302625	-68.717417	18.892	19.750	0.858	0.65277400	0.00000320	6000.12598	0.225	0.327	4.835	0.000	-99.99
OGLE-LMC-RRLYR-20318	RRab	84.303465	-69.929361	19.477	20.537	1.060	0.61736000	0.00000340	6000.60608	0.413	0.458	4.550	0.282	2.904
OGLE-LMC-RRLYR-20319	RRab	84.303630	-68.734861	19.195	19.750	0.555	0.53514330	0.00000060	6000.47446	0.829	0.490	4.175	0.377	2.272
OGLE-LMC-RRLYR-20320	RRab	84.303870	-69.999167	19.109	19.984	0.875	0.61612310	0.00000220	6000.50581	0.365	0.452	4.507	0.299	2.888
OGLE-LMC-RRLYR-20321	RRab	84.304785	-67.973472	18.821	19.394	0.573	0.54943290	0.00000050	6000.29407	0.677	0.450	4.140	0.358	2.188
OGLE-LMC-RRLYR-20325	RRab	84.307755	-68.920722	18.825	19.434	0.609	0.59239870	0.00000070	6000.25451	0.708	0.525	4.298	0.336	2.513
OGLE-LMC-RRLYR-20327	RRab	84.308955	-69.979500	19.156	20.118	0.962	0.65024050	0.00000440	6000.59165	0.188	0.399	4.462	0.000	-99.99
OGLE-LMC-RRLYR-20328	RRab	84.310170	-69.679222	18.944	19.680	0.736	0.58536790	0.00000220	6000.44144	0.368	0.450	4.405	0.257	2.620
OGLE-LMC-RRLYR-20330	RRab	84.310620	-70.461806	18.698	19.293	0.595	0.51647770	0.00000040	6000.49031	0.710	0.464	4.103	0.370	2.064
OGLE-LMC-RRLYR-20331	RRab	84.311130	-70.054250	18.575	19.076	0.501	0.58571360	0.00000050	6000.04391	0.707	0.479	4.215	0.383	2.404
OGLE-LMC-RRLYR-20332	RRab	84.312630	-71.921083	18.776	19.363	0.587	0.60512900	0.00000090	6000.10383	0.601	0.534	4.293	0.322	2.714
OGLE-LMC-RRLYR-20333	RRab	84.312960	-70.264389	19.117	19.742	0.625	0.57949420	0.00000120	6000.40219	0.549	0.510	4.515	0.294	2.985
OGLE-LMC-RRLYR-20334	RRab	84.313170	-68.126000	18.977	19.601	0.624	0.51400610	0.00000060	6000.06125	0.533	0.527	4.123	0.390	2.263
OGLE-LMC-RRLYR-20335	RRab	84.313665	-70.492250	19.195	19.833	0.638	0.41588420	0.00000040	6000.06795	0.977	0.523	4.103	0.371	2.051
OGLE-LMC-RRLYR-20336	RRab	84.314085	-70.576583	19.082	19.600	0.518	0.41065920	0.00000050	6000.31666	0.697	0.531	4.178	0.368	2.423
OGLE-LMC-RRLYR-20337	RRab	84.314040	-69.970111	19.245	20.052	0.807	0.53529040	0.00000080	6000.08125	0.693	0.533	4.136	0.395	2.421
OGLE-LMC-RRLYR-20338	RRab	84.314340	-70.018333	19.910	21.098	1.188	0.56423290	0.00000240	6000.31879	0.500	0.444	4.561	0.347	2.887
OGLE-LMC-RRLYR-20339	RRab	84.315585	-70.956806	19.124	19.888	0.764	0.55618030	0.00000120	6000.30254	0.540	0.441	4.188	0.309	2.273
OGLE-LMC-RRLYR-20340	RRab	84.316290	-70.478611	18.813	19.520	0.707	0.63655730	0.00000330	6000.41300	0.226	0.290	4.557	0.170	3.346
OGLE-LMC-RRLYR-20341	RRab	84.317460	-69.031639	19.271	19.958	0.687	0.53073230	0.00000170	6000.17125	0.498	0.465	4.131	0.283	2.265
OGLE-LMC-RRLYR-20342	RRab	84.318585	-68.996833	19.109	-99.99	-99.99	0.57180480	0.00000190	6000.26199	0.446	0.552	4.653	0.000	-99.99
OGLE-LMC-RRLYR-20343	RRab	84.320745	-69.000972	19.085	-99.99	-99.99	0.47039650	0.00000120	6000.13273	0.685	0.397	3.399	0.241	1.453
OGLE-LMC-RRLYR-20344	RRab	84.321285	-69.334333	18.871	-99.99	-99.99	0.60622950	0.00000270	6000.40321	0.429	0.443	4.477	0.326	2.878
OGLE-LMC-RRLYR-20345	RRab	84.321795	-69.704389	19.388	20.247	0.859	0.55580420	0.00000210	6000.10335	0.580	0.487	4.493	0.321	2.955
OGLE-LMC-RRLYR-20346	RRab	84.323580	-69.969972	17.866	19.257	1.391	0.84104030	0.00000710	6000.82252	0.110	0.340	4.852	0.184	3.239
OGLE-LMC-RRLYR-20348	RRab	84.324495	-68.039667	18.777	19.472	0.695	0.64140180	0.00000440	6000.55983	0.146	0.273	4.420	0.162	3.540
