# Date:     2025-02-15 17:51:33
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-CEP-0600	F	74.973465	-68.408694	15.590	16.433	0.843	3.2138057	0.0000084	6002.86186	0.294	0.361	4.565	0.138	2.928
OGLE-LMC-CEP-0601	F	74.977590	-67.753528	15.487	15.967	0.480	2.7925342	0.0000402	6002.16871	0.583	0.416	4.460	0.225	2.620
OGLE-LMC-CEP-0602	1	74.978745	-68.092083	15.826	16.517	0.691	1.6296244	0.0000037	6000.04002	0.216	0.137	4.763	0.000	-99.99
OGLE-LMC-CEP-0603	2	74.980035	-69.157417	15.569	16.091	0.522	1.1999368	0.0000073	6000.44014	0.048	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0604	1	74.984670	-70.430444	14.886	15.515	0.629	2.8142406	0.0000104	6001.80238	0.234	0.054	3.730	0.030	5.843
OGLE-LMC-CEP-0605	F	74.986590	-68.019389	15.434	16.213	0.779	3.4163494	0.0000137	6001.32421	0.506	0.487	4.613	0.265	3.031
OGLE-LMC-CEP-0606	F	74.987745	-70.921667	15.497	16.159	0.662	2.7690087	0.0000024	6000.44041	0.551	0.454	4.463	0.252	2.668
OGLE-LMC-CEP-0607	F	74.990880	-67.305250	15.299	16.001	0.702	3.0757934	0.0000047	6000.47361	0.503	0.444	4.484	0.241	2.758
OGLE-LMC-CEP-0608	12	74.999580	-66.688222	17.032	17.584	0.552	0.5702777	0.0000010	6000.30425	0.190	0.170	2.724	0.155	0.687
OGLE-LMC-CEP-0609	1	75.007170	-67.286389	16.289	16.917	0.628	0.9831456	0.0000018	6000.48288	0.175	0.192	3.661	0.085	1.427
OGLE-LMC-CEP-0610	F	75.014460	-69.012417	15.497	16.194	0.697	2.8880891	0.0000043	6000.34345	0.421	0.449	4.506	0.225	2.794
OGLE-LMC-CEP-0611	F	75.016965	-67.968444	15.281	15.925	0.644	3.1403290	0.0000035	6001.89864	0.567	0.440	4.486	0.242	2.680
OGLE-LMC-CEP-0612	1	75.020910	-69.180500	16.559	17.218	0.659	0.8791674	0.0000016	6000.64223	0.178	0.173	3.612	0.072	1.450
OGLE-LMC-CEP-0613	F	75.021465	-69.527056	15.180	16.001	0.821	4.3496058	0.0000064	6003.27604	0.549	0.435	4.685	0.212	3.130
OGLE-LMC-CEP-0614	1	75.022590	-69.114444	14.535	15.181	0.646	3.6004679	0.0000172	6001.86468	0.227	0.130	3.533	0.060	0.512
OGLE-LMC-CEP-0615	F	75.026910	-67.718444	14.812	15.583	0.771	5.0997826	0.0001173	6003.71830	0.044	0.066	-99.99	0.000	-99.99
OGLE-LMC-CEP-0616	1	75.028755	-68.967417	15.525	16.259	0.734	2.1366196	0.0000103	6001.95058	0.171	0.096	5.440	0.021	4.565
OGLE-LMC-CEP-0617	1	75.029505	-67.196861	15.386	16.029	0.643	2.0208652	0.0000085	6000.41472	0.196	0.143	5.171	0.024	4.128
OGLE-LMC-CEP-0618	1	75.031410	-66.614056	15.077	15.629	0.552	2.0959583	0.0000039	6001.78695	0.248	0.159	4.699	0.000	-99.99
OGLE-LMC-CEP-0619	F	75.031545	-68.450000	-99.99	-99.99	-99.99	133.7792600	0.1516206	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
OGLE-LMC-CEP-0620	1	75.034170	-67.802500	15.350	15.967	0.617	1.9914013	0.0000056	6000.47266	0.211	0.138	4.849	0.017	3.928
OGLE-LMC-CEP-0621	F	75.046125	-67.363000	15.574	16.285	0.711	2.6409294	0.0000032	6000.39059	0.426	0.439	4.458	0.217	2.728
OGLE-LMC-CEP-0622	1	75.047625	-67.344306	15.464	16.024	0.560	1.6430912	0.0000029	6000.39411	0.284	0.214	4.163	0.018	2.401
OGLE-LMC-CEP-0623	F1	75.049290	-67.147000	15.613	-99.99	-99.99	2.4774706	0.0000158	6001.27486	0.473	0.246	4.659	0.177	3.337
OGLE-LMC-CEP-0624	2	75.058710	-69.420528	15.477	15.756	0.279	1.0673239	0.0000129	6000.30214	0.034	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0625	F	75.059835	-68.909000	15.135	15.870	0.735	3.7503413	0.0000049	6002.27601	0.499	0.434	4.612	0.228	3.020
OGLE-LMC-CEP-0626	F	75.067035	-70.459222	15.915	16.613	0.698	2.1896902	0.0000035	6000.28729	0.373	0.425	4.385	0.216	2.677
OGLE-LMC-CEP-0627	F	75.067170	-67.820750	15.553	16.076	0.523	2.3352787	0.0000024	6000.86693	0.719	0.491	4.270	0.275	2.397
OGLE-LMC-CEP-0628	F	75.079830	-68.877389	15.289	16.021	0.732	3.5104307	0.0000133	6001.06412	0.176	0.246	4.522	0.055	2.936
OGLE-LMC-CEP-0629	12	75.093750	-70.422444	16.594	17.193	0.599	0.8411481	0.0000030	6000.66251	0.184	0.219	3.899	0.074	1.736
OGLE-LMC-CEP-0630	12	75.100335	-69.249139	16.263	16.789	0.526	0.9904949	0.0000025	6000.55617	0.326	0.241	4.108	0.070	2.265
OGLE-LMC-CEP-0631	F	75.104670	-68.770611	15.277	16.026	0.749	3.5876512	0.0000067	6000.71165	0.329	0.361	4.606	0.149	3.024
OGLE-LMC-CEP-0632	F	75.109590	-68.773333	15.260	16.025	0.765	3.7192218	0.0000270	6000.89440	0.096	0.128	4.657	0.000	-99.99
OGLE-LMC-CEP-0633	F	75.121920	-69.256694	14.766	15.592	0.826	5.3299597	0.0000349	6005.10354	0.193	0.233	4.824	0.033	3.764
OGLE-LMC-CEP-0634	1	75.135660	-70.102528	15.099	15.673	0.574	2.2095234	0.0000083	6000.17181	0.255	0.154	4.713	0.017	3.421
OGLE-LMC-CEP-0635	1	75.139215	-67.241639	15.746	16.395	0.649	1.5496843	0.0000068	6001.25712	0.102	0.075	4.557	0.000	-99.99
OGLE-LMC-CEP-0636	1	75.140130	-69.006944	15.615	-99.99	-99.99	1.5547979	0.0000073	6000.64860	0.035	0.276	2.728	0.254	1.903
OGLE-LMC-CEP-0637	F	75.140955	-67.605278	15.579	16.277	0.698	2.6068477	0.0000042	6001.25147	0.354	0.420	4.437	0.192	2.703
OGLE-LMC-CEP-0638	F	75.144285	-66.985222	15.297	15.974	0.677	2.8932375	0.0000061	6002.28467	0.605	0.448	4.393	0.249	2.448
OGLE-LMC-CEP-0639	F	75.156420	-67.759528	15.036	-99.99	-99.99	3.5242620	0.0001251	6001.94835	0.450	0.448	4.587	0.230	2.946
OGLE-LMC-CEP-0640	1	75.157545	-69.037778	18.162	18.718	0.556	0.2958459	0.0000006	6000.25900	0.152	0.178	0.892	0.133	5.289
OGLE-LMC-CEP-0641	12	75.158955	-71.009389	16.644	17.232	0.588	0.7680969	0.0000012	6000.02860	0.185	0.198	3.594	0.081	1.661
OGLE-LMC-CEP-0642	12	75.161205	-68.898750	16.368	16.956	0.588	0.9917105	0.0000016	6000.13461	0.217	0.245	3.931	0.084	1.726
OGLE-LMC-CEP-0643	12	75.170085	-67.678111	16.853	17.439	0.586	0.6835210	0.0000011	6000.15387	0.230	0.191	3.553	0.106	1.452
OGLE-LMC-CEP-0644	F	75.175335	-68.697111	15.720	16.415	0.695	2.4740533	0.0000023	6002.02830	0.485	0.451	4.443	0.241	2.681
OGLE-LMC-CEP-0645	F	75.180960	-70.345139	15.409	16.108	0.699	3.1851010	0.0000043	6000.38699	0.486	0.459	4.558	0.250	2.883
OGLE-LMC-CEP-0646	F	75.185955	-68.954361	15.659	16.575	0.916	3.4291542	0.0000058	6000.69327	0.427	0.428	4.592	0.215	2.957
OGLE-LMC-CEP-0647	F	75.192165	-69.081806	14.724	15.448	0.724	5.0266364	0.0000088	6000.62124	0.561	0.453	4.731	0.215	3.198
OGLE-LMC-CEP-0648	F	75.201495	-69.531861	13.696	14.641	0.945	13.6262059	0.0000910	6010.47501	0.489	0.107	4.853	0.134	1.736
OGLE-LMC-CEP-0649	1	75.224040	-68.850722	15.279	15.877	0.598	1.9827188	0.0000039	6000.68925	0.260	0.175	4.541	0.017	2.843
OGLE-LMC-CEP-0650	1	75.226755	-67.843278	15.354	15.997	0.643	2.0364449	0.0000065	6001.56882	0.176	0.124	4.915	0.018	4.598
OGLE-LMC-CEP-0651	12	75.228045	-69.061611	16.986	17.538	0.552	0.6427680	0.0000008	6000.14222	0.232	0.189	3.485	0.119	1.340
OGLE-LMC-CEP-0652	F	75.228330	-69.579861	15.447	16.124	0.677	2.6937719	0.0000036	6001.04952	0.551	0.425	4.356	0.209	2.429
OGLE-LMC-CEP-0653	F1	75.229380	-69.275333	16.051	16.722	0.671	1.9041526	0.0000124	6000.09117	0.140	0.152	4.399	0.026	2.096
OGLE-LMC-CEP-0654	F	75.229785	-66.637278	-99.99	13.616	-99.99	27.9374559	0.0164686	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
OGLE-LMC-CEP-0655	F	75.232785	-68.439111	13.916	14.875	0.959	12.9872171	0.0000489	6009.99782	0.538	0.178	5.032	0.120	2.213
OGLE-LMC-CEP-0656	1	75.234375	-70.422167	15.119	15.732	0.613	2.2937113	0.0000067	6000.84716	0.233	0.096	4.805	0.000	-99.99
OGLE-LMC-CEP-0657	F	75.236340	-70.639222	15.612	16.311	0.699	2.7990855	0.0000046	6001.39137	0.376	0.388	4.570	0.180	2.828
OGLE-LMC-CEP-0658	F	75.238455	-70.142389	14.425	15.065	0.640	5.4154688	0.0000088	6004.11901	0.558	0.397	4.594	0.158	2.748
OGLE-LMC-CEP-0659	1	75.238545	-70.217000	15.701	16.188	0.487	1.6805913	0.0000066	6000.22742	0.261	0.150	4.603	0.000	-99.99
OGLE-LMC-CEP-0660	F	75.239835	-69.600750	14.461	-99.99	-99.99	6.9548086	0.0004648	6006.64400	0.365	0.275	5.336	0.157	3.740
OGLE-LMC-CEP-0661	1	75.242295	-67.792917	15.575	16.151	0.576	1.5259016	0.0000027	6000.47541	0.253	0.185	4.029	0.019	3.166
OGLE-LMC-CEP-0662	F	75.247965	-69.422111	15.517	16.256	0.739	2.9583828	0.0000034	6001.15140	0.446	0.447	4.535	0.230	2.838
OGLE-LMC-CEP-0663	F	75.249960	-70.664417	15.091	15.820	0.729	3.9385188	0.0000082	6003.20631	0.459	0.416	4.602	0.197	2.975
OGLE-LMC-CEP-0664	12	75.254085	-67.124917	16.701	17.382	0.681	0.7012256	0.0000012	6000.23293	0.204	0.261	3.610	0.147	1.433
OGLE-LMC-CEP-0666	1	75.258705	-69.335917	15.381	15.994	0.613	1.8874415	0.0000041	6000.80733	0.256	0.173	4.569	0.029	3.095
OGLE-LMC-CEP-0667	1	75.258795	-69.093639	16.073	16.759	0.686	1.3389571	0.0000029	6000.83734	0.166	0.140	4.324	0.016	-99.99
OGLE-LMC-CEP-0668	1	75.260085	-67.648056	17.052	17.513	0.461	0.4955306	0.0000006	6000.24854	0.263	0.123	4.555	0.000	-99.99
OGLE-LMC-CEP-0669	F	75.266580	-70.852111	14.199	15.022	0.823	7.8868832	0.0000423	6007.23353	0.438	0.305	5.556	0.201	4.225
OGLE-LMC-CEP-0670	12	75.270090	-68.220583	16.050	16.579	0.529	1.1862811	0.0000036	6000.61312	0.269	0.193	4.368	0.047	2.236
OGLE-LMC-CEP-0671	F	75.271455	-68.451639	14.426	14.988	0.562	5.0512107	0.0000094	6002.05281	0.479	0.436	4.510	0.206	2.769
OGLE-LMC-CEP-0672	F	75.273960	-70.827222	14.993	-99.99	-99.99	3.6961474	0.0000163	6001.46611	0.720	0.486	4.443	0.297	2.638
OGLE-LMC-CEP-0673	F	75.276960	-70.642639	15.369	16.104	0.735	3.2186477	0.0000060	6000.27996	0.375	0.411	4.572	0.194	2.904
OGLE-LMC-CEP-0674	F	75.279870	-70.365722	14.669	15.336	0.667	4.9529880	0.0000076	6001.39962	0.602	0.445	4.682	0.201	3.024
OGLE-LMC-CEP-0675	1	75.287535	-67.479583	15.659	16.262	0.603	1.6322392	0.0000047	6000.33673	0.190	0.138	4.613	0.012	-99.99
OGLE-LMC-CEP-0676	1	75.290085	-67.815778	14.973	15.600	0.627	2.5445415	0.0000087	6000.56377	0.180	0.064	5.112	0.021	4.858
OGLE-LMC-CEP-0677	1	75.297120	-68.695389	15.318	15.850	0.532	1.8816584	0.0000101	6001.06016	0.092	0.062	4.808	0.000	-99.99
OGLE-LMC-CEP-0678	1	75.305880	-68.278028	16.903	17.487	0.584	0.7269308	0.0000011	6000.33301	0.212	0.211	3.514	0.133	1.238
OGLE-LMC-CEP-0679	1	75.309960	-67.164111	15.098	15.712	0.614	2.2392082	0.0000121	6001.78425	0.225	0.093	4.643	0.000	-99.99
OGLE-LMC-CEP-0680	1	75.327210	-68.824139	18.252	18.828	0.576	0.2856041	0.0000015	6000.11860	0.071	0.169	0.713	0.000	-99.99
OGLE-LMC-CEP-0681	F	75.333165	-69.289639	15.241	16.033	0.792	3.8118686	0.0000103	6002.34941	0.283	0.338	4.668	0.121	3.088
OGLE-LMC-CEP-0682	F	75.334335	-67.467028	15.035	15.753	0.718	4.4260703	0.0000125	6002.35471	0.454	0.435	4.844	0.185	3.298
OGLE-LMC-CEP-0683	F	75.353910	-70.071750	13.414	14.321	0.907	14.6774663	0.0001185	6002.99450	0.576	0.159	5.013	0.121	1.934
OGLE-LMC-CEP-0684	12	75.355170	-68.355806	16.606	17.187	0.581	0.8423061	0.0000014	6000.15334	0.192	0.217	3.790	0.084	1.943
OGLE-LMC-CEP-0685	F	75.360840	-67.600500	15.154	15.736	0.582	3.1819726	0.0000041	6000.83877	0.462	0.427	4.492	0.230	2.758
OGLE-LMC-CEP-0686	F	75.379755	-67.788361	15.984	16.628	0.644	2.0722170	0.0000025	6000.42572	0.502	0.469	4.425	0.280	2.668
OGLE-LMC-CEP-0687	F	75.382245	-69.388528	15.274	15.999	0.725	3.3623017	0.0000053	6002.20406	0.441	0.424	4.587	0.215	2.911
OGLE-LMC-CEP-0688	F	75.382590	-70.683222	15.230	15.839	0.609	3.0832156	0.0000083	6002.33467	0.484	0.416	4.448	0.225	2.627
OGLE-LMC-CEP-0689	F	75.384870	-70.291389	14.035	14.912	0.877	10.4844167	0.0000682	6003.42715	0.279	0.091	1.422	0.101	0.921
OGLE-LMC-CEP-0690	F	75.385035	-67.111194	14.242	15.102	0.860	7.3856880	0.0000824	6005.06348	0.160	0.175	5.130	0.000	-99.99
OGLE-LMC-CEP-0691	123	75.394710	-67.043306	17.068	17.572	0.504	0.5283428	0.0000014	6000.25742	0.108	0.079	2.465	0.000	-99.99
OGLE-LMC-CEP-0692	1	75.398790	-69.723333	16.212	16.817	0.605	1.1689842	0.0000016	6000.08351	0.281	0.235	4.508	0.070	2.284
OGLE-LMC-CEP-0693	F	75.401955	-68.996861	15.392	-99.99	-99.99	3.7883780	0.0000043	6002.24802	0.377	0.360	4.617	0.117	2.882
OGLE-LMC-CEP-0694	1	75.410340	-68.729250	16.168	-99.99	-99.99	1.1007101	0.0000022	6000.77983	0.348	0.267	4.318	0.069	2.250
OGLE-LMC-CEP-0695	1	75.414000	-66.964306	15.082	15.710	0.628	2.3250265	0.0000101	6001.98306	0.220	0.070	4.809	0.023	5.871
OGLE-LMC-CEP-0696	1	75.416295	-67.466028	15.409	16.079	0.670	2.0128794	0.0000093	6001.17550	0.197	0.135	4.999	0.024	3.918
OGLE-LMC-CEP-0697	F	75.423000	-68.732417	15.005	15.794	0.789	4.5803436	0.0000161	6004.50051	0.336	0.362	4.772	0.128	3.330
OGLE-LMC-CEP-0698	1	75.425790	-69.509806	16.601	17.264	0.663	0.9291383	0.0000018	6000.10127	0.179	0.159	3.786	0.068	1.358
OGLE-LMC-CEP-0699	1	75.430965	-68.661639	15.258	15.914	0.656	2.2662408	0.0000094	6002.20711	0.204	0.080	5.156	0.028	4.903
OGLE-LMC-CEP-0700	F	75.433170	-70.708889	14.921	15.688	0.767	4.9105328	0.0000137	6004.49898	0.363	0.378	4.886	0.123	3.502
OGLE-LMC-CEP-0701	F	75.435540	-68.098028	15.766	-99.99	-99.99	2.1752493	0.0000078	6001.28694	0.728	0.505	4.258	0.300	2.410
OGLE-LMC-CEP-0702	F	75.445545	-68.694472	15.060	15.923	0.863	4.9442978	0.0000181	6002.30523	0.458	0.418	4.866	0.165	3.402
OGLE-LMC-CEP-0703	12	75.450375	-67.522944	16.320	16.842	0.522	0.9604414	0.0000026	6000.57930	0.308	0.241	4.106	0.070	2.027
OGLE-LMC-CEP-0704	12	75.452580	-68.845694	16.063	16.600	0.537	1.1101477	0.0000015	6000.74452	0.305	0.258	4.080	0.070	1.920
OGLE-LMC-CEP-0705	1	75.457455	-69.212167	16.735	17.351	0.616	0.8057403	0.0000017	6000.36489	0.193	0.180	3.689	0.088	1.712
OGLE-LMC-CEP-0706	1	75.460920	-66.602917	15.481	16.020	0.539	1.6526397	0.0000058	6000.99011	0.217	0.143	4.661	0.000	-99.99
OGLE-LMC-CEP-0707	F	75.461625	-70.708278	15.370	16.023	0.653	2.9226421	0.0000033	6001.72170	0.542	0.435	4.449	0.237	2.616
OGLE-LMC-CEP-0708	F	75.466380	-69.389472	13.703	14.482	0.779	10.4135860	0.0000293	6004.30196	0.560	0.187	4.733	0.118	5.886
OGLE-LMC-CEP-0709	F	75.471165	-69.231194	15.424	16.180	0.756	3.1484464	0.0000070	6001.98585	0.279	0.316	4.493	0.115	2.775
OGLE-LMC-CEP-0710	1	75.471165	-70.263333	15.978	16.637	0.659	1.4283821	0.0000036	6001.28202	0.147	0.109	4.401	0.000	-99.99
OGLE-LMC-CEP-0711	F	75.476580	-68.032556	15.403	16.111	0.708	3.1021213	0.0000058	6002.40284	0.390	0.424	4.582	0.199	2.916
OGLE-LMC-CEP-0712	F	75.477375	-68.904028	12.742	13.621	0.879	20.7042681	0.0004586	6007.58352	0.497	0.397	4.838	0.256	3.278
OGLE-LMC-CEP-0713	F	75.493125	-70.487389	15.035	15.790	0.755	4.2669286	0.0000089	6001.28908	0.365	0.393	4.764	0.163	3.273
OGLE-LMC-CEP-0714	1	75.496500	-68.447694	15.870	16.534	0.664	1.5647258	0.0000030	6000.77676	0.211	0.151	4.659	0.036	3.182
OGLE-LMC-CEP-0715	F	75.497160	-69.088694	15.790	16.662	0.872	2.8843772	0.0000036	6001.71286	0.435	0.420	4.505	0.211	2.730
OGLE-LMC-CEP-0716	F	75.503955	-68.922806	13.909	14.842	0.933	12.1879430	0.0000520	6002.15105	0.487	0.159	5.029	0.122	2.013
OGLE-LMC-CEP-0717	F	75.511665	-68.726556	15.919	16.626	0.707	2.2629301	0.0000025	6000.20710	0.454	0.482	4.405	0.273	2.709
OGLE-LMC-CEP-0718	F	75.511755	-68.251833	15.398	16.080	0.682	3.3030219	0.0000036	6000.55798	0.501	0.448	4.678	0.238	3.046
OGLE-LMC-CEP-0719	1	75.520995	-69.995528	15.048	15.689	0.641	2.5155549	0.0000103	6001.22062	0.202	0.070	4.630	0.000	-99.99
OGLE-LMC-CEP-0720	F	75.522090	-67.526528	15.408	16.125	0.717	3.0718148	0.0000046	6001.00829	0.357	0.404	4.553	0.184	2.872
OGLE-LMC-CEP-0721	F	75.524505	-69.048694	15.970	16.923	0.953	2.9265817	0.0000060	6002.62833	0.322	0.355	4.469	0.143	2.729
OGLE-LMC-CEP-0722	F	75.529965	-66.875083	14.969	15.726	0.757	4.3047344	0.0000104	6003.45674	0.425	0.432	4.762	0.197	3.311
OGLE-LMC-CEP-0723	F	75.533085	-68.485472	15.219	15.991	0.772	3.8869891	0.0000068	6002.50299	0.394	0.417	4.698	0.193	3.161
OGLE-LMC-CEP-0724	12	75.541005	-68.858611	15.829	16.469	0.640	1.3209921	0.0000034	6001.12937	0.190	0.206	4.014	0.062	1.858
OGLE-LMC-CEP-0725	1	75.541995	-67.516167	14.838	15.405	0.567	2.5563195	0.0000054	6002.36562	0.217	0.086	4.614	0.000	-99.99
OGLE-LMC-CEP-0726	1	75.542505	-70.553194	15.341	15.998	0.657	2.0647720	0.0000052	6001.14793	0.185	0.119	4.818	0.000	-99.99
OGLE-LMC-CEP-0727	F	75.542670	-69.539944	13.286	14.120	0.834	14.4891502	0.0000693	6007.95918	0.654	0.218	4.867	0.166	1.839
OGLE-LMC-CEP-0728	F	75.547335	-70.334667	15.320	15.975	0.655	3.0836573	0.0000030	6000.33300	0.542	0.416	4.433	0.224	2.651
OGLE-LMC-CEP-0729	F	75.552045	-68.783139	15.301	16.041	0.740	3.2652819	0.0000037	6001.41054	0.447	0.440	4.556	0.231	2.845
OGLE-LMC-CEP-0730	F	75.553335	-70.509806	15.492	16.192	0.700	2.8025673	0.0000037	6000.16042	0.485	0.457	4.478	0.238	2.719
OGLE-LMC-CEP-0731	F	75.565245	-67.421056	15.242	15.968	0.726	3.4052531	0.0000056	6001.72582	0.462	0.446	4.637	0.232	3.002
OGLE-LMC-CEP-0732	1	75.567840	-69.450833	14.189	14.945	0.756	4.9931469	0.0000374	6003.66961	0.224	0.179	4.376	0.075	2.450
OGLE-LMC-CEP-0733	1	75.572130	-69.211306	16.064	16.709	0.645	1.2657273	0.0000024	6000.11780	0.158	0.159	4.266	0.022	1.698
OGLE-LMC-CEP-0734	1	75.572415	-70.495056	15.186	15.742	0.556	2.0135756	0.0000053	6001.82945	0.237	0.148	4.640	0.025	3.608
OGLE-LMC-CEP-0735	1	75.573210	-68.475417	15.855	16.403	0.548	1.2254231	0.0000014	6000.11975	0.317	0.257	4.151	0.070	1.899
OGLE-LMC-CEP-0736	F	75.577665	-67.521111	15.248	15.975	0.727	3.5403594	0.0000063	6002.11593	0.404	0.418	4.608	0.203	3.014
OGLE-LMC-CEP-0737	12	75.579000	-67.875278	17.937	18.459	0.522	0.3401891	0.0000006	6000.06847	0.181	0.247	1.988	0.148	6.229
OGLE-LMC-CEP-0738	F	75.580590	-68.113361	15.664	16.430	0.766	2.7672920	0.0000041	6002.20429	0.381	0.423	4.526	0.208	2.820
OGLE-LMC-CEP-0739	F	75.582585	-67.958250	15.439	16.116	0.677	2.8256452	0.0000066	6000.70489	0.460	0.426	4.472	0.222	2.677
OGLE-LMC-CEP-0740	1	75.585120	-68.774306	15.046	15.682	0.636	2.4683721	0.0000087	6000.95788	0.116	0.037	4.689	0.000	-99.99
OGLE-LMC-CEP-0741	F	75.588165	-69.221389	13.577	14.337	0.760	10.7920443	0.0000384	6002.07089	0.523	0.154	5.168	0.149	5.255
OGLE-LMC-CEP-0742	F1	75.590955	-70.951889	16.027	16.701	0.674	1.8075637	0.0000161	6000.55597	0.264	0.232	4.349	0.073	2.517
OGLE-LMC-CEP-0743	1	75.592755	-67.274889	18.036	18.585	0.549	0.2948518	0.0000011	6000.13708	0.075	0.194	0.924	0.000	-99.99
OGLE-LMC-CEP-0744	F	75.592785	-68.872750	15.577	16.285	0.708	2.6876256	0.0000035	6001.45863	0.420	0.434	4.518	0.212	2.780
OGLE-LMC-CEP-0745	F	75.596955	-70.423139	14.879	-99.99	-99.99	4.6879716	0.0000901	6002.77444	0.490	0.423	4.774	0.186	3.315
OGLE-LMC-CEP-0746	1	75.607215	-66.864556	15.349	16.047	0.698	2.0853561	0.0000079	6001.41973	0.169	0.096	4.938	0.000	-99.99
OGLE-LMC-CEP-0747	1	75.609045	-68.046500	14.761	-99.99	-99.99	2.7295974	0.0000101	6000.64050	0.314	0.096	0.796	0.159	5.054
OGLE-LMC-CEP-0748	1	75.609660	-69.213583	18.105	-99.99	-99.99	0.3324217	0.0000017	6000.30090	0.289	0.373	0.391	0.122	2.816
OGLE-LMC-CEP-0749	F	75.611295	-67.420917	13.665	14.527	0.862	12.1951606	0.0001086	6008.90381	0.396	0.015	2.776	0.133	1.146
OGLE-LMC-CEP-0750	F	75.611715	-67.155139	15.080	-99.99	-99.99	3.4200716	0.0000029	6000.06744	0.523	0.425	4.484	0.216	2.719
OGLE-LMC-CEP-0751	F	75.614460	-70.812000	12.986	13.981	0.995	9.4951568	0.0000802	6001.14882	0.194	0.192	4.871	0.113	3.350
OGLE-LMC-CEP-0752	F	75.616410	-69.211444	15.433	16.172	0.739	3.0805913	0.0000047	6001.66050	0.410	0.436	4.557	0.222	2.902
OGLE-LMC-CEP-0753	F	75.618420	-70.521639	15.583	16.236	0.653	2.4590670	0.0000030	6000.39446	0.525	0.443	4.358	0.222	2.561
OGLE-LMC-CEP-0754	F	75.623580	-68.011417	15.345	16.152	0.807	3.3314642	0.0000097	6001.57458	0.322	0.377	4.602	0.153	2.952
OGLE-LMC-CEP-0755	F	75.624210	-68.325528	15.653	16.388	0.735	2.7055301	0.0000030	6000.62046	0.469	0.463	4.492	0.245	2.765
OGLE-LMC-CEP-0756	1	75.624420	-71.058444	15.345	15.987	0.642	2.0878149	0.0000058	6001.50433	0.228	0.122	4.833	0.021	4.438
OGLE-LMC-CEP-0757	F	75.629340	-69.397056	14.233	-99.99	-99.99	8.4020827	0.0000621	6006.50624	0.338	0.196	5.999	0.078	5.482
OGLE-LMC-CEP-0758	1	75.631590	-66.805222	15.165	15.678	0.513	1.9691931	0.0000048	6001.64755	0.225	0.131	4.546	0.019	4.511
OGLE-LMC-CEP-0759	F	75.640410	-69.313833	14.877	15.697	0.820	4.9932516	0.0000202	6004.13726	0.340	0.359	4.870	0.112	3.416
OGLE-LMC-CEP-0760	2	75.640755	-69.352722	16.085	16.671	0.586	0.8794680	0.0000217	6000.32424	0.013	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0761	F	75.652170	-68.744861	15.468	16.071	0.603	2.5747806	0.0000024	6002.20836	0.702	0.497	4.308	0.278	2.394
OGLE-LMC-CEP-0762	F	75.654750	-66.749806	14.960	15.639	0.679	3.8328155	0.0000071	6000.56615	0.520	0.421	4.567	0.212	2.909
OGLE-LMC-CEP-0763	1	75.673755	-67.694639	15.498	16.174	0.676	2.2187776	0.0000062	6000.05489	0.211	0.091	4.529	0.018	5.624
OGLE-LMC-CEP-0764	1	75.685500	-68.879028	15.162	15.826	0.664	2.3157084	0.0000087	6000.72834	0.208	0.097	5.035	0.000	-99.99
OGLE-LMC-CEP-0765	F	75.693660	-67.402111	15.712	16.423	0.711	2.4889151	0.0000077	6001.41863	0.310	0.386	4.451	0.167	2.733
OGLE-LMC-CEP-0766	1	75.694785	-70.082389	17.917	18.555	0.638	0.3588731	0.0000011	6000.30313	0.094	0.137	4.750	0.100	3.825
OGLE-LMC-CEP-0767	F	75.701085	-67.240000	15.609	16.250	0.641	2.3966372	0.0000021	6002.30530	0.545	0.468	4.398	0.256	2.638
OGLE-LMC-CEP-0768	F	75.709455	-68.236667	15.239	15.897	0.658	2.9660878	0.0000027	6002.38711	0.505	0.425	4.423	0.222	2.585
OGLE-LMC-CEP-0769	1	75.711915	-66.843194	15.998	16.553	0.555	1.2614319	0.0000043	6000.11837	0.255	0.203	4.549	0.051	2.002
OGLE-LMC-CEP-0770	F	75.714750	-68.784806	13.774	14.618	0.844	10.8544869	0.0000448	6000.28732	0.476	0.061	5.707	0.151	0.661
OGLE-LMC-CEP-0771	1	75.715755	-69.425528	15.182	15.797	0.615	2.1515087	0.0000051	6000.03901	0.234	0.133	4.761	0.000	-99.99
OGLE-LMC-CEP-0772	F	75.719745	-68.843083	15.367	16.069	0.702	3.0735201	0.0000047	6001.93266	0.412	0.378	4.488	0.181	2.709
OGLE-LMC-CEP-0773	F	75.724335	-68.107028	15.041	15.820	0.779	4.1848073	0.0000088	6001.90325	0.349	0.380	4.775	0.141	3.320
OGLE-LMC-CEP-0774	1	75.725370	-70.626500	14.793	15.459	0.666	3.1236666	0.0000171	6001.72811	0.180	0.080	3.325	0.047	0.097
